Title,Date
"13 Reasons Why: Temporada 1: Casete dos, lado A","14/02/21"
"13 Reasons Why: Temporada 1: Casete uno, lado B","13/02/21"
"13 Reasons Why: Temporada 1: Casete uno, lado A","13/02/21"
"A todos los chicos: Para siempre","13/02/21"
"Lupin: Parte 1: Capítulo 1","11/02/21"
"Bridgerton: Temporada 1: Después de la tormenta","11/02/21"
"Designated Survivor: Temporada 1: Piloto","11/02/21"
"The Alienist: La reunión","10/02/21"
"The Alienist: El niño en el puente","10/02/21"
"Bridgerton: Temporada 1: Diamante de primera","10/02/21"
"Un lobo adolescente: Temporada 4: La luna oscura","09/02/21"
"The Circle: Francia: Temporada 1: Hola, Circle","07/02/21"
"The Midnight Gospel: Temporada 1: Medita como Cristo","07/02/21"
"The Midnight Gospel: Temporada 1: Malditos zombis","07/02/21"
"Historia: Nivel 1: Temporada 1: El feminismo","07/02/21"
"(Des)encanto: Parte 1: Vocación mortal","07/02/21"
"(Des)encanto: Parte 1: La fiesta roja","07/02/21"
"Bridgerton: Temporada 1: Un abismo entre los dos","07/02/21"
"(Des)encanto: Parte 1: El lado oscuro de la princesa","07/02/21"
"Bridgerton: Temporada 1: Frufrú","06/02/21"
"Un lobo adolescente: Temporada 3: El movimiento divino","06/02/21"
"Un lobo adolescente: Temporada 3: Insaciable","06/02/21"
"Un lobo adolescente: Temporada 3: Vacío","06/02/21"
"Un lobo adolescente: Temporada 3: El zorro y el lobo","06/02/21"
"(Des)encanto: Parte 1: Por quién gruñe el cerdo","06/02/21"
"Un lobo adolescente: Temporada 3: La casa de los ecos","05/02/21"
"Un lobo adolescente: Temporada 3: Letharia Vulpina","05/02/21"
"Un lobo adolescente: Temporada 3: Enigma","05/02/21"
"Un lobo adolescente: Temporada 3: Dedo de plata","05/02/21"
"Un lobo adolescente: Temporada 3: Iluminados","05/02/21"
"Llámame por tu nombre","05/02/21"
"Minimalismo: Menos es más","05/02/21"
"Bridgerton: Temporada 1: El duque y yo","02/02/21"
"Bridgerton: Temporada 1: Un asunto de honor","01/02/21"
"Bridgerton: Temporada 1: El arte del desmayo","01/02/21"
"Un lobo adolescente: Temporada 3: Galvanizar","01/02/21"
"Un lobo adolescente: Temporada 3: Más malo que bueno","01/02/21"
"Un lobo adolescente: Temporada 3: Anclas","01/02/21"
"Un lobo adolescente: Temporada 3: Eclipse total","01/02/21"
"Bridgerton: Temporada 1: Sorprende y encanta","01/02/21"
"Ases del bisturí: Temporada 1: Divino cerebro","31/01/21"
"(Des)encanto: Parte 1: Una princesa, un elfo y un demonio entran a un bar","31/01/21"
"Un lobo adolescente: Temporada 3: Pacto alfa","31/01/21"
"Un lobo adolescente: Temporada 3: El dominado","31/01/21"
"Un lobo adolescente: Temporada 3: La chica que sabía demasiado","31/01/21"
"Un lobo adolescente: Temporada 3: Visionario","30/01/21"
"Destino: La saga Winx: Temporada 1: Con un hada, de la mano","29/01/21"
"Un lobo adolescente: Temporada 3: Corrientes","29/01/21"
"Un lobo adolescente: Temporada 3: Motel California","29/01/21"
"Un lobo adolescente: Temporada 3: Raído","29/01/21"
"Un lobo adolescente: Temporada 3: Provocación","29/01/21"
"Un lobo adolescente: Temporada 3: Luciérnagas","28/01/21"
"Un lobo adolescente: Temporada 3: Caos creciente","28/01/21"
"Un lobo adolescente: Temporada 3: Tatuaje","28/01/21"
"Un lobo adolescente: Temporada 2: Plan maestro","28/01/21"
"Dime quién soy","28/01/21"
"Breaking Bad: Temporada 2: Negro y azul","27/01/21"
"Black Mirror: Temporada 3: Odio nacional","27/01/21"
"Black Mirror: Temporada 4: Crocodile","27/01/21"
"Black Mirror: Temporada 4: Arkangel","27/01/21"
"Grand Army: Temporada 1: Brooklyn, 2020","27/01/21"
"Destino: La saga Winx: Temporada 1: Aquí no hay extraños","25/01/21"
"Un lobo adolescente: Temporada 2: Campo de batalla","22/01/21"
"Un lobo adolescente: Temporada 2: Furia","22/01/21"
"Un lobo adolescente: Temporada 2: Fiesta de cumpleaños","22/01/21"
"Un lobo adolescente: Temporada 2: Delirio","22/01/21"
"Un lobo adolescente: Temporada 2: Control","21/01/21"
"Adolescentes cazadoras de recompensas: Temporada 1: La camioneta de papá","10/01/21"
"Tiny Pretty Things: Temporada 1: Cuerpo","09/01/21"
"El mundo oculto de Sabrina: Parte 4: Capítulo treinta y cuatro: Los resucitados","07/01/21"
"El mundo oculto de Sabrina: Parte 4: Capítulo treinta y tres: Deus ex machina","07/01/21"
"El mundo oculto de Sabrina: Parte 4: Capítulo treinta y dos: El demonio de la perversidad","07/01/21"
"El mundo oculto de Sabrina: Parte 4: Capítulo treinta y uno: Raro","07/01/21"
"El mundo oculto de Sabrina: Parte 4: Capítulo treinta: Nadie lo invitó","07/01/21"
"El mundo oculto de Sabrina: Parte 4: Capítulo veintinueve: La oscuridad arcana","07/01/21"
"Guía Headspace para la meditación: Temporada 1: Cómo dejar atrás el estrés","05/01/21"
"No se aceptan devoluciones","05/01/21"
"¡Nailed It! México: Temporada 3: Desastres encantados","05/01/21"
"¡Nailed It! México: Temporada 3: Cementerio pastelero","05/01/21"
"¡Nailed It! México: Temporada 3: Deliciósotl","05/01/21"
"Muerte al 2020","04/01/21"
"Control Z: Season 1: Enemigo Público","02/01/21"
"Control Z: Season 1: Control Z","02/01/21"
"Control Z: Season 1: ¿Qué tanto conoces a Javier?","02/01/21"
"Control Z: Season 1: Cara a cara","02/01/21"
"Control Z: Season 1: Clase nocturna","02/01/21"
"Control Z: Season 1: Idiotas","02/01/21"
"Control Z: Season 1: Víctimas","02/01/21"
"Control Z: Season 1: La chica del cumpleaños","02/01/21"
"Ases del bisturí: Temporada 1: Salvados antes de ser","02/01/21"
"Remodelaciones de ensueño: Temporada 2: De mediados de siglo pero moderno","02/01/21"
"Remodelaciones de ensueño: Temporada 2: Una mansión se convierte en hogar","02/01/21"
"Guía Headspace para la meditación: Temporada 1: Cómo empezar","02/01/21"
" : Episodio 3","31/12/20"
" : Episodio 1","31/12/20"
"Billy Elliot","30/12/20"
"La leyenda de Korra: Libro cuatro: Equilibrio: Después de todos estos años","30/12/20"
"La leyenda de Korra: Libro tres: Cambio: Entra al vacío","30/12/20"
"La leyenda de Korra: Libro tres: Cambio: El ultimátum","30/12/20"
"La leyenda de Korra: Libro tres: Cambio: Larga vida a la reina","30/12/20"
"La leyenda de Korra: Libro tres: Cambio: Vigilancia","30/12/20"
"La leyenda de Korra: Libro tres: Cambio: El terror interno","30/12/20"
"La leyenda de Korra: Libro tres: Cambio: Los maestros aire originales","30/12/20"
"La leyenda de Korra: Libro tres: Cambio: Viejas heridas","30/12/20"
"La leyenda de Korra: Libro tres: Cambio: El clan de metal","30/12/20"
"La leyenda de Korra: Libro tres: Cambio: En peligro","30/12/20"
"La leyenda de Korra: Libro tres: Cambio: La reina Tierra","30/12/20"
"La leyenda de Korra: Libro tres: Cambio: Renacimiento","30/12/20"
"Brooklyn Nine-Nine: Temporada 3: La 9-8","20/12/20"
"Zona Rosa: Season 1: Pablo Morán","20/12/20"
"Zona Rosa: Season 1: Ray Contreras","20/12/20"
"Zona Rosa: Season 1: Ana Julia Yeyé","20/12/20"
"Zona Rosa: Season 1: Manu NNa","20/12/20"
"No te metas con los gatos: Un asesino en internet: Miniserie: El gato y el ratón","20/12/20"
"La leyenda de Korra: Libro tres: Cambio: Una bocanada de aire fresco","20/12/20"
"La leyenda de Korra: Libro dos: Espíritus: La luz en la oscuridad","19/12/20"
"La leyenda de Korra: Libro dos: Espíritus: Cae la oscuridad","19/12/20"
"La leyenda de Korra: Libro dos: Espíritus: La convergencia armónica","19/12/20"
"La leyenda de Korra: Libro dos: Espíritus: La noche de las mil estrellas","19/12/20"
"La leyenda de Korra: Libro dos: Espíritus: Una nueva era espiritual","19/12/20"
"La leyenda de Korra: Libro dos: Espíritus: La guía","19/12/20"
"La leyenda de Korra: Libro dos: Espíritus: Comienzos: Parte 2","19/12/20"
"La leyenda de Korra: Libro dos: Espíritus: Comienzos: Parte 1","19/12/20"
"La leyenda de Korra: Libro dos: Espíritus: Operación encubierta","19/12/20"
"La leyenda de Korra: Libro dos: Espíritus: Pacificadores","19/12/20"
"La leyenda de Korra: Libro dos: Espíritus: Guerra Civil: Parte 2","19/12/20"
"La leyenda de Korra: Libro dos: Espíritus: Guerra Civil: Parte 1","19/12/20"
"La leyenda de Korra: Libro dos: Espíritus: Luces del sur","19/12/20"
"La leyenda de Korra: Libro dos: Espíritus: Espíritu rebelde","19/12/20"
"La leyenda de Korra: Libro uno: Aire: El fin del juego","19/12/20"
"La leyenda de Korra: Libro uno: Aire: Oscuros secretos del pasado","18/12/20"
"La leyenda de Korra: Libro uno: Aire: Cambio de planes","18/12/20"
"La leyenda de Korra: Libro uno: Aire: Vistazo al pasado","18/12/20"
"La leyenda de Korra: Libro uno: Aire: Cuando los extremos se encuentran","18/12/20"
"La leyenda de Korra: Libro uno: Aire: Las secuelas","18/12/20"
"El desorden que dejas: Miniserie: Caída en picado","18/12/20"
"El desorden que dejas: Miniserie: Cuenta hasta tres","18/12/20"
"Formula 1: Drive to Survive: Temporada 2: Bandera a cuadros","17/12/20"
"Formula 1: Drive to Survive: Temporada 2: Sangre, sudor y lágrimas","17/12/20"
"Formula 1: Drive to Survive: Temporada 2: El juego de la silla","17/12/20"
"Formula 1: Drive to Survive: Temporada 2: Al rojo vivo","17/12/20"
"Formula 1: Drive to Survive: Temporada 2: Toro salvaje","17/12/20"
"Formula 1: Drive to Survive: Temporada 2: Grandes esperanzas","17/12/20"
"Formula 1: Drive to Survive: Temporada 2: Días oscuros","17/12/20"
"Formula 1: Drive to Survive: Temporada 2: Pelea de perros","17/12/20"
"Formula 1: Drive to Survive: Temporada 2: La largada","17/12/20"
"Formula 1: Drive to Survive: Temporada 1: Bandera a cuadros","16/12/20"
"Formula 1: Drive to Survive: Temporada 1: Las barras y las estrellas","16/12/20"
"Formula 1: Drive to Survive: Temporada 1: La próxima generación","16/12/20"
"Formula 1: Drive to Survive: Temporada 1: Para no perder la cabeza","16/12/20"
"Formula 1: Drive to Survive: Temporada 1: Todo o nada","16/12/20"
"Formula 1: Drive to Survive: Temporada 1: Problemas de dirección","16/12/20"
"La leyenda de Korra: Libro uno: Aire: Y el ganador es...","15/12/20"
"La leyenda de Korra: Libro uno: Aire: El espíritu de competencia","15/12/20"
"La leyenda de Korra: Libro uno: Aire: La voz en la noche","15/12/20"
"La leyenda de Korra: Libro uno: Aire: La revelación","15/12/20"
"La leyenda de Korra: Libro uno: Aire: Una hoja en el viento","15/12/20"
"La leyenda de Korra: Libro uno: Aire: Bienvenida a Ciudad República","15/12/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El niño en el iceberg","15/12/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Solsticio de invierno: Parte 1: El mundo de los espíritus","15/12/20"
"Everything Sucks!: Temporada 1: Éramos novatos","14/12/20"
"Everything Sucks!: Temporada 1: A mis amigos se los comieron las arañas","14/12/20"
"Everything Sucks!: Temporada 1: Quiero ser cualquier persona","14/12/20"
"Everything Sucks!: Temporada 1: Como un cheesecake para un gordo","14/12/20"
"Everything Sucks!: Temporada 1: A veces oigo mi voz","14/12/20"
"Everything Sucks!: Temporada 1: ¿Qué diablos es una zarginda?","14/12/20"
"Everything Sucks!: Temporada 1: Romeo y Julieta en el espacio","14/12/20"
"Ashley García: La genio enamorada: Navidad: El verdadero significado de la Navidad juntos","13/12/20"
"Ashley García: La genio enamorada: Parte 2: Otra vuelta al Sol","13/12/20"
"Ashley García: La genio enamorada: Parte 2: El nuevo código","13/12/20"
"Ashley García: La genio enamorada: Parte 2: ¡Cinco, seis, siete, ocho!","13/12/20"
"Ashley García: La genio enamorada: Parte 2: Consecuencias accidentales","13/12/20"
"Ashley García: La genio enamorada: Parte 2: El fracaso no es opción","13/12/20"
"Ashley García: La genio enamorada: Parte 2: En Tad confiamos","13/12/20"
"Ashley García: La genio enamorada: Parte 1: Ve a un baile escolar","13/12/20"
"Ashley García: La genio enamorada: Parte 1: Hasta la vista, baby","13/12/20"
"Everything Sucks!: Temporada 1: Todo eso y mucho más","13/12/20"
"Ashley García: La genio enamorada: Parte 1: Me caes bien","13/12/20"
"Ashley García: La genio enamorada: Parte 1: Ninguna base científica","13/12/20"
"El desorden que dejas: Miniserie: Lo saben","12/12/20"
"El desorden que dejas: Miniserie: En la boca del lobo","12/12/20"
"Ashley García: La genio enamorada: Parte 1: La búsqueda de vida inteligente","11/12/20"
"Sugar Rush: Delicias navideñas: Temporada 2: Villancicos","11/12/20"
"Sugar Rush: Delicias navideñas: Temporada 2: Polo Norte","11/12/20"
"Ashley García: La genio enamorada: Parte 1: Tecnología táctil","11/12/20"
"Ashley García: La genio enamorada: Parte 1: El juego de la botella","11/12/20"
"Ashley García: La genio enamorada: Parte 1: Menta","11/12/20"
"Julie and the Phantoms: Temporada 1: Stand Tall: El show debe continuar","07/12/20"
"Julie and the Phantoms: Temporada 1: Unsaid Emily: Una canción para una madre","07/12/20"
"Julie and the Phantoms: Temporada 1: Edge of Great: A un paso de los sueños","07/12/20"
"Julie and the Phantoms: Temporada 1: Finally Free: Nace una estrella","07/12/20"
"Julie and the Phantoms: Temporada 1: The Other Side of Hollywood: La vida del otro lado","07/12/20"
"Julie and the Phantoms: Temporada 1: I Got the Music: La música no me deja ir","07/12/20"
"Julie and the Phantoms: Temporada 1: Flying Solo: ¿Somos una banda?","07/12/20"
"Julie and the Phantoms: Temporada 1: Bright: A brillar juntos","07/12/20"
"Julie and the Phantoms: Temporada 1: Wake Up: Un nuevo despertar","07/12/20"
"Sugar Rush: Delicias navideñas: Temporada 2: Intercambio de regalos","03/12/20"
"Sugar Rush: Delicias navideñas: Temporada 2: Cuenta regresiva navideña","02/12/20"
"Shawn Mendes: In Wonder","27/11/20"
"Si algo me pasa, los quiero","27/11/20"
"Sugar Rush: Delicias navideñas: Temporada 2: Una Navidad llena de delicias","27/11/20"
"Everything Sucks!: Temporada 1: Quizá tú me salves","25/11/20"
"Everything Sucks!: Temporada 1: Plutonio","25/11/20"
"Dash y Lily: Temporada 1: Nochevieja","23/11/20"
"Dash y Lily: Temporada 1: Navidad","23/11/20"
"Dash y Lily: Temporada 1: Nochebuena","23/11/20"
"Dash y Lily: Temporada 1: Edgar y Sofía","23/11/20"
"Dash y Lily: Temporada 1: Cenicienta","23/11/20"
"Dash y Lily: Temporada 1: Janucá","23/11/20"
"Dash y Lily: Temporada 1: Lily","23/11/20"
"Dash y Lily: Temporada 1: Dash","22/11/20"
"The Crown: Temporada 1: Hyde Park Corner","22/11/20"
"The Crown: Temporada 1: Wolferton Splash","21/11/20"
"Gambito de dama: Miniserie: Final","21/11/20"
"Gambito de dama: Miniserie: Aplazamientos","20/11/20"
"Gambito de dama: Miniserie: Ataque doble","20/11/20"
"Gambito de dama: Miniserie: Medio juego","20/11/20"
"Gambito de dama: Miniserie: Peones doblados","20/11/20"
"Gambito de dama: Miniserie: Intercambios","20/11/20"
"Gambito de dama: Miniserie: Aperturas","20/11/20"
"Gravedad","14/11/20"
"Lo imposible","08/11/20"
"Guerra de los mundos","08/11/20"
"One Day at a Time: Temporada 3: Fantasmas","08/11/20"
"One Day at a Time: Temporada 3: Beber y conducir","08/11/20"
"One Day at a Time: Temporada 3: Penny de menos, Nicole de más","08/11/20"
"One Day at a Time: Temporada 3: Amo y señor","08/11/20"
"One Day at a Time: Temporada 3: La ansiedad al ataque","08/11/20"
"One Day at a Time: Temporada 3: Manejo de la ira","08/11/20"
"One Day at a Time: Temporada 3: La primera vez","08/11/20"
"One Day at a Time: Temporada 3: Un Día de San Valentín a la vez","08/11/20"
"One Day at a Time: Temporada 3: Corte de raíz","08/11/20"
"Bob Esponja: Al rescate","07/11/20"
"One Day at a Time: Temporada 3: Hermanos","04/11/20"
"One Day at a Time: Temporada 3: Beneficios con amigos","04/11/20"
"¿Quién *&$%! son los Miller?","04/11/20"
"One Day at a Time: Temporada 3: Afuera","03/11/20"
"One Day at a Time: Temporada 3: El funeral","03/11/20"
"Between: Temporada 1: ¿Quién tiene el control?","02/11/20"
"Between: Temporada 1: Se acabó la escuela","02/11/20"
"One Day at a Time: Temporada 2: Todavía no","02/11/20"
"One Day at a Time: Temporada 2: Ciudadana Lydia","01/11/20"
"One Day at a Time: Temporada 2: El baile de la escuela","01/11/20"
"One Day at a Time: Temporada 2: Guerras de almacenamiento","01/11/20"
"One Day at a Time: Temporada 2: Hola, Penélope","01/11/20"
"One Day at a Time: Temporada 2: Lo que pasó","01/11/20"
"One Day at a Time: Temporada 2: Exclusivos","01/11/20"
"One Day at a Time: Temporada 2: Trabajar duro, jugar duro","01/11/20"
"Un lugar en silencio","01/11/20"
"Baby: Temporada 1: #ZonaDeAmistad","01/11/20"
"El cadáver de la novia","01/11/20"
"La La Land: Una historia de amor","01/11/20"
"Diario de una pasión","01/11/20"
"Supercool","31/10/20"
"Poltergeist: Juegos diabólicos","31/10/20"
"One Day at a Time: Temporada 2: Bajo llave","30/10/20"
"One Day at a Time: Temporada 2: Raíces","29/10/20"
"One Day at a Time: Temporada 2: A Zir, con amor","29/10/20"
"One Day at a Time: Temporada 2: Escolarización","29/10/20"
"One Day at a Time: Temporada 2: El cambio","28/10/20"
"One Day at a Time: Temporada 1: Quinceañera","28/10/20"
"One Day at a Time: Temporada 1: Huracán Víctor","28/10/20"
"One Day at a Time: Temporada 1: Orgullo y prejuicio","28/10/20"
"One Day at a Time: Temporada 1: Charla de sexo","28/10/20"
"Feliz día de tu muerte","28/10/20"
"One Day at a Time: Temporada 1: Viva Cuba","27/10/20"
"One Day at a Time: Temporada 1: Una mentira a la vez","27/10/20"
"One Day at a Time: Temporada 1: Espera, por favor","27/10/20"
"One Day at a Time: Temporada 1: Muerte de la señora Resnick","27/10/20"
"One Day at a Time: Temporada 1: Callejeros","27/10/20"
"How to Get Away With Murder: Temporada 1: Vamos a llegar a sacar con la pala","27/10/20"
"How to Get Away With Murder: Temporada 1: Sonreír o ir a la cárcel","25/10/20"
"How to Get Away With Murder: Temporada 1: Es todo culpa de ella","25/10/20"
"How to Get Away With Murder: Temporada 1: Piloto","25/10/20"
"One Day at a Time: Temporada 1: Muñeco de nieve","25/10/20"
"One Day at a Time: Temporada 1: Misa","25/10/20"
"Sherlock: Temporada 1: El banquero ciego","25/10/20"
"El cadáver","23/10/20"
"Baby: Temporada 1: Títere","23/10/20"
"Baby: Temporada 1: Superpoderes","23/10/20"
"La Revolución: Temporada 1: Episodio 1: Los orígenes","21/10/20"
"Alguien tiene que morir: Miniserie: Apretar el gatillo","20/10/20"
"Alguien tiene que morir: Miniserie: Tomar puntería","20/10/20"
"Alguien tiene que morir: Miniserie: Soltar la presa","19/10/20"
"Sherlock: Temporada 1: Estudio en rosa","17/10/20"
"Remodelaciones de ensueño: Temporada 1: Un escondite en Los Ángeles","16/10/20"
"Remodelaciones de ensueño: Temporada 1: El cuarto de cine","16/10/20"
"Remodelaciones de ensueño: Temporada 1: Diseño de mansión","16/10/20"
"Remodelaciones de ensueño: Temporada 1: Una casa para siempre","16/10/20"
"La universidad para sordos: Temporada 1: ¡¿Qué?!","11/10/20"
"La universidad para sordos: Temporada 1: ¡Ca**jo, mi oído izquierdo es inútil!","11/10/20"
"La maldición de Bly Manor: El alumno","10/10/20"
"Élite: Temporada 1: Todos mienten","10/10/20"
"Élite: Temporada 1: El amor es una droga","09/10/20"
"One Day at a Time: Temporada 1: Bobos y mamitas","28/09/20"
"One Day at a Time: Temporada 1: No hay más","28/09/20"
"Lady Bird","27/09/20"
"Enola Holmes","27/09/20"
"Las ventajas de ser invisible","23/09/20"
"Perdí mi cuerpo","20/09/20"
"Riverdale: Temporada 3: Capítulo 43: Epidemia","20/09/20"
"Organízate con el método The Home Edit: Temporada 1: Reese Witherspoon y un armario soñado","13/09/20"
