Title,Date
"Friends: Temporada 9: Nadie propuso matrimonio","29/04/20"
"Friends: Temporada 8: Cuando Rachel tiene a su bebé: Segunda Parte","29/04/20"
"Friends: Temporada 8: Cuando Rachel tiene a su bebé: Primera Parte","29/04/20"
"Friends: Temporada 8: El parto de Rachel se retrasa","29/04/20"
"Friends: Temporada 8: La lección de cocina","28/04/20"
"Friends: Temporada 8: El baby shower","28/04/20"
"Friends: Temporada 8: La entrevista de Joey","28/04/20"
"Friends: Temporada 8: Fiesta en Massapequa","28/04/20"
"Friends: Temporada 8: Las hojas de té","28/04/20"
"Friends: Temporada 8: El alma gemela de Monica","28/04/20"
"Friends: Temporada 8: El video del parto","28/04/20"
"Friends: Temporada 8: El armario secreto","28/04/20"
"Friends: Temporada 8: Chandler toma un baño de tina","27/04/20"
"Friends: Temporada 8: Joey y Rachel tienen una cita","27/04/20"
"Friends: Temporada 8: La relación de Ross avanza","27/04/20"
"Friends: Temporada 8: Las botas de Monica","27/04/20"
"Friends: Temporada 8: El rumor","27/04/20"
"Friends: Temporada 8: El strip tease","27/04/20"
"Friends: Temporada 8: La mancha","27/04/20"
"Friends: Temporada 8: La fiesta de Halloween","27/04/20"
"Friends: Temporada 8: La cita de Rachel","26/04/20"
"Friends: Temporada 8: El videotape","26/04/20"
"Friends: Temporada 8: Rachel les dice...","26/04/20"
"Friends: Temporada 8: El suéter rojo","26/04/20"
"Friends: Temporada 8: Después de la ceremonia","26/04/20"
"Friends: Temporada 7: La boda de Monica y Chandler: Segunda parte","26/04/20"
"Friends: Temporada 7: La boda de Monica y Chandler: Primera parte","26/04/20"
"Friends: Temporada 7: El papá de Chandler","25/04/20"
"Friends: Temporada 7: Los votos","25/04/20"
"Friends: Temporada 7: El superbeso de Rachel","25/04/20"
"Friends: Temporada 7: La prima de Ross y de Monica","25/04/20"
"Friends: Temporada 7: El premio de Joey","25/04/20"
"Friends: Temporada 7: El vestido de novia barato","25/04/20"
"Friends: Temporada 7: La verdad de lo que pasó en Londres","25/04/20"
"Friends: Temporada 7: El nuevo cerebro de Joey","25/04/20"
"Friends: Temporada 7: Ya todos tienen 30 años","25/04/20"
"Friends: Temporada 7: Cuando muere Tranquilino","25/04/20"
"Friends: Temporada 7: La noche que nadie durmió","25/04/20"
"Friends: Temporada 7: Las tartas de queso","25/04/20"
"Friends: Temporada 7: El armadillo navideño","25/04/20"
"Friends: Temporada 7: Los dulces de Monica","25/04/20"
"Friends: Temporada 7: Chandler odia a los perros","24/04/20"
"Friends: Temporada 7: El libro de la biblioteca","24/04/20"
"Friends: Temporada 7: Compañeros de siesta","24/04/20"
"Friends: Temporada 7: El fotogénico Chandler","23/04/20"
"Friends: Temporada 7: El asistente de Rachel","23/04/20"
"Friends: Temporada 7: Las galletas de Phoebe","23/04/20"
"Friends: Temporada 7: El libro de Rachel","23/04/20"
"Friends: Temporada 7: El trueno de Monica","23/04/20"
"Friends: Temporada 6: Propuesta de matrimonio: Segunda parte","21/04/20"
"Friends: Temporada 6: Propuesta de matrimonio: Primera parte","21/04/20"
"Friends: Temporada 6: La sortija","21/04/20"
"Friends: Temporada 6: Paul es el hombre","21/04/20"
"Friends: Temporada 6: Ross conoce al padre de Elizabeth","19/04/20"
"Friends: Temporada 6: La actuación estelar de Joey","19/04/20"
"Friends: Temporada 6: El refrigerador de Joey","19/04/20"
"Friends: Temporada 6: Ross sale con una estudiante","19/04/20"
"Friends: Temporada 6: El unagi","19/04/20"
"Friends: Temporada 6: The One That Could Have Been: Parte 2","19/04/20"
"Friends: Temporada 6: The One That Could Have Been: Parte 1","19/04/20"
"Friends: Temporada 6: Chandler no puede llorar","19/04/20"
"Friends: Temporada 6: La hermana de Rachel","19/04/20"
"Friends: Temporada 6: El chiste","19/04/20"
"Friends: Temporada 6: La rutina de baile","19/04/20"
"Friends: Temporada 6: Cuando Ross se drogó","19/04/20"
"Friends: Temporada 6: Los dientes de Ross","18/04/20"
"Friends: Temporada 6: La forma de correr de Phoebe","18/04/20"
"Friends: Temporada 6: La última noche juntas","18/04/20"
"Friends: Temporada 6: El Porsche de Joey","18/04/20"
"Friends: Temporada 6: Joey pierde su seguro médico","18/04/20"
"Friends: Temporada 6: ¿El tercer divorcio?","18/04/20"
"Friends: Temporada 6: Ross abraza a Rachel","18/04/20"
"Friends: Temporada 6: Después de Las Vegas","18/04/20"
"Friends: Temporada 5: Viaje Las Vegas: Segunda parte","18/04/20"
"Friends: Temporada 5: Viaje Las Vegas: Primera parte","18/04/20"
"Friends: Temporada 5: El gran triunfo de Joey","18/04/20"
"Friends: Temporada 5: La pelota","18/04/20"
"Friends: Temporada 5: Ronda policiaca","18/04/20"
"Friends: Temporada 5: Cuando Ross no puede coquetear","18/04/20"
"Friends: Temporada 5: Cuando Rachel fuma","18/04/20"
"Friends: Temporada 5: Rachel, la despistada","17/04/20"
"Friends: Temporada 5: El policía","17/04/20"
"Friends: Temporada 5: La chica que golpea a Joey","17/04/20"
"Friends: Temporada 5: Cuando todos se enteran","17/04/20"
"Friends: Temporada 5: El bolso de Joey","16/04/20"
"Friends: Temporada 5: La risa boba de Chandler","16/04/20"
"Friends: Temporada 5: Los propósitos de Año Nuevo","16/04/20"
"Friends: Temporada 5: La hermana inapropiada","16/04/20"
"Friends: Temporada 5: El emparedado de Ross","16/04/20"
"Friends: Temporada 5: Todos los Días de Gracias","15/04/20"
"Friends: Temporada 5: Ross se muda con los muchachos","15/04/20"
"Friends: Temporada 5: El hombre Yeti","15/04/20"
"Friends: Temporada 5: Cómo decirle a Rachel","15/04/20"
"Friends: Temporada 5: Phoebe odia a la PBS","15/04/20"
"Friends: Temporada 5: Los trillizos","14/04/20"
"Friends: Temporada 5: Chandler, el besucón","14/04/20"
"Friends: Temporada 4: La boda de Ross: Primera parte","14/04/20"
"Friends: Temporada 5: Después de que Ross dice Rachel","14/04/20"
"Friends: Temporada 4: La boda de Ross: Segunda parte","14/04/20"
"Friends: Temporada 4: El peor padrino del mundo","14/04/20"
"Friends: Temporada 4: La invitación","14/04/20"
"Friends: Temporada 4: Las tres con vestido de novia","14/04/20"
"Friends: Temporada 4: Todo apresurado","14/04/20"
"Friends: Temporada 4: El nuevo vestido de Rachel","14/04/20"
"Friends: Temporada 4: Pornografía gratis","14/04/20"
"Friends: Temporada 4: La fiesta de mentiras","14/04/20"
"Friends: Temporada 4: Cuando Ross juega rugby","14/04/20"
"Friends: Temporada 4: El día que Joey estaba sucio","13/04/20"
"Friends: Temporada 4: Rachel enloquece por Joshua","13/04/20"
"Friends: Temporada 4: Los embriones","13/04/20"
"Friends: Temporada 4: El útero de Phoebe","13/04/20"
"Friends: Temporada 4: La chica de Poughkeepsie","12/04/20"
"Friends: Temporada 4: Una parranda inolvidable","12/04/20"
"Friends: Temporada 4: Chandler en una caja","12/04/20"
"Friends: Temporada 4: Chandler se pasa de la raya","12/04/20"
"Friends: Temporada 4: Una mujer muy sucia","12/04/20"
"Friends: Temporada 4: La nueva novia de Joey","12/04/20"
"Friends: Temporada 4: El salón de baile","12/04/20"
"Historia de un matrimonio","12/04/20"
"Friends: Temporada 4: Las esposas","12/04/20"
"Friends: Temporada 4: El gato","12/04/20"
"Friends: Temporada 4: Aguamala","11/04/20"
"Friends: Temporada 3: En la playa","11/04/20"
"Friends: Temporada 3: El campeón de lucha libre","11/04/20"
"Friends: Temporada 3: La cosa de Ross","11/04/20"
"Friends: Temporada 3: El gritón","11/04/20"
"Friends: Temporada 3: La pollita y el pato","11/04/20"
"Friends: Temporada 3: La casa de muñecas","11/04/20"
"Friends: Temporada 3: La camiseta diminuta","09/04/20"
"Friends: Temporada 3: La cinta de hipnosis","09/04/20"
"Friends: Temporada 3: Todos vamos a esquiar menos uno","09/04/20"
"Friends: Temporada 3: Al día siguiente","09/04/20"
"Friends: Temporada 3: Ross y Rachel se dan un respiro","09/04/20"
"Friends: Temporada 3: La excompañera de Phoebe","09/04/20"
"Friends: Temporada 3: Monica y Richard se hacen amigos","09/04/20"
"Friends: Temporada 3: Loco de celos","08/04/20"
"Friends: Temporada 3: El olvido de Chandler","08/04/20"
"Friends: Temporada 3: Rachel renuncia","08/04/20"
"Friends: Temporada 3: El partido de futbol","08/04/20"
"Friends: Temporada 3: El instrumento gigante","08/04/20"
"Friends: Temporada 3: La cama con forma de auto","07/04/20"
"Friends: Temporada 3: Sucesos del pasado","07/04/20"
"Friends: Temporada 3: Frank hijo","07/04/20"
"Friends: Temporada 3: El túnel metafórico","07/04/20"
"Friends: Temporada 3: El de la jalea","07/04/20"
"Friends: Temporada 3: Cuando nadie está listo","06/04/20"
"Friends: Temporada 3: La fantasía de la princesa Leia","06/04/20"
"Friends: Temporada 2: La boda de Barry y Mindy","06/04/20"
"Milagro en la celda 7","31/03/20"
"Brooklyn Nine-Nine: Temporada 5: Mutual Gray Star","09/03/20"
"La boda de la abuela","25/02/20"
"A todos los chicos: P. D. Todavía te quiero","15/02/20"
"Harry Potter y las Reliquias de la Muerte: Parte 2","05/02/20"
"Brooklyn Nine-Nine: Temporada 5: DFW","03/02/20"
"Vacas vaqueras","02/02/20"
"Sing street: Este es tu momento","25/01/20"
"Como caído del cielo","24/01/20"
"Perdí mi cuerpo","17/01/20"
"La princesa y el sapo","12/01/20"
"Todas las pecas del mundo","04/01/20"
"Alexa & Katie: Parte 3: Pánico en el minigolf","31/12/19"
"Alexa & Katie: Parte 3: Es muy raro","31/12/19"
"Alexa & Katie: Parte 3: Directora, guionista y manojo de nervios","31/12/19"
"Alexa & Katie: Parte 3: Mi mejor regalo eres tú","31/12/19"
"Alexa & Katie: Parte 3: Aunque la razón me diga que no","30/12/19"
"Alexa & Katie: Parte 3: Siempre hay algo que me lo recuerda","30/12/19"
"Alexa & Katie: Parte 3: Estúpida carpeta","30/12/19"
"Alexa & Katie: Parte 3: Hola, tercer año","30/12/19"
"Klaus","30/12/19"
"Ocultos por la Luna","26/12/19"
"Anatomía según Grey: Temporada 9: Monstruo durmiente","23/12/19"
"¡Hombre al agua!","23/12/19"
"Rick y Morty: Temporada 2: Rick, vengador del futuro","23/12/19"
"Rick y Morty: Temporada 4: Aprovechando el mortymento: Vive, muere, Rickpeat","23/12/19"
"A mi altura","23/12/19"
"Agente K.C.: Temporada 2: K.C. sube de nivel","15/12/19"
"Agente K.C.: Temporada 2: Mala suerte en el amor","15/12/19"
"Agente K.C.: Temporada 2: Baila como si nadie mirara","15/12/19"
"Agente K.C.: Temporada 2: Baja autoestima","15/12/19"
"Escuadrón 6","14/12/19"
"Riverdale: Temporada 3: Capítulo 57: Sobrevivan a la noche","08/12/19"
"Brooklyn Nine-Nine: Temporada 2: Los juegos Jimmy Jab","21/11/19"
"Brooklyn Nine-Nine: Temporada 2: Batido de chocolate","18/11/19"
"Brooklyn Nine-Nine: Temporada 2: Infiltrado","18/11/19"
"Brooklyn Nine-Nine: Temporada 1: Cargos y especificaciones","18/11/19"
"Brooklyn Nine-Nine: Temporada 1: Irresoluble","18/11/19"
"Brooklyn Nine-Nine: Temporada 1: Elegante Brudgom","18/11/19"
"Brooklyn Nine-Nine: Temporada 1: Entrenamiento táctico","18/11/19"
"Brooklyn Nine-Nine: Temporada 1: El apartamento","17/11/19"
"Brooklyn Nine-Nine: Temporada 1: Boyle a mil","17/11/19"
"Brooklyn Nine-Nine: Temporada 1: La fiesta","17/11/19"
"Ouija: El origen del mal","17/11/19"
"Phineas y Ferb: Temporada 4: La noche de los farmacéuticos vivientes: Parte 1","16/11/19"
"Phineas y Ferb: Temporada 4: Operation Crumb Cake/ Mandace","16/11/19"
"Phineas y Ferb: Temporada 4: Perry primitivo","16/11/19"
"Brooklyn Nine-Nine: Temporada 1: Operación ala rota","16/11/19"
"Brooklyn Nine-Nine: Temporada 1: El halcón de ébano","16/11/19"
"Brooklyn Nine-Nine: Temporada 1: La apuesta","15/11/19"
"El origen","15/11/19"
"Club 57: Temporada 1: Un salto en el tiempo","15/11/19"
"Una película de miedo","14/11/19"
"Brooklyn Nine-Nine: Temporada 1: El ladrón de Pontiacs","14/11/19"
"Las locuras del emperador","14/11/19"
"Brooklyn Nine-Nine: Temporada 1: Navidad","13/11/19"
"Brooklyn Nine-Nine: Temporada 1: Acción de Gracias","12/11/19"
"Soy leyenda","10/11/19"
"Brooklyn Nine-Nine: Temporada 1: Pizza de Sal","10/11/19"
"Brooklyn Nine-Nine: Temporada 1: La vieja escuela","10/11/19"
"Brooklyn Nine-Nine: Temporada 1: 48 horas","10/11/19"
"iCarly: Temporada 1: Mi maestra está enferma de amor","07/11/19"
"iCarly: Temporada 1: iWin a Date","05/11/19"
"iCarly: Temporada 1: iFence","05/11/19"
"Merlí: Temporada 3: Episodio 2","04/11/19"
"Merlí: Temporada 3: Episodio 1","04/11/19"
"iCarly: Temporada 1: iMight Switch Schools","03/11/19"
"iCarly: Temporada 1: iStakeout","03/11/19"
"iCarly: Temporada 1: iHate Sam's Boyfriend","03/11/19"
"iCarly: Temporada 1: iCarly Saves TV","03/11/19"
"iCarly: Temporada 1: iPromise Not to Tell","03/11/19"
"iCarly: Temporada 1: iPromote Tech-Foots","02/11/19"
"iCarly: Temporada 1: Todos a detención","02/11/19"
"iCarly: Temporada 1: Plañiré el día","02/11/19"
"iCarly: Temporada 1: iScream on Halloween","01/11/19"
"iCarly: Temporada 1: iDont Want to Fight","01/11/19"
"iCarly: Temporada 1: Cazando pollos","01/11/19"
"iCarly: Temporada 1: iAm Your Biggest Fan","01/11/19"
"iCarly: Temporada 1: iHeart Art","01/11/19"
"iCarly: Temporada 1: iWill Date Freddie","01/11/19"
"iCarly: Temporada 1: Quiero romper un récord mundial","01/11/19"
"iCarly: Temporada 1: iSpy a Mean Teacher","01/11/19"
"iCarly: Temporada 1: iWanna Stay With Spencer","01/11/19"
"iCarly: Temporada 1: iDream of Dance","01/11/19"
"iCarly: Temporada 1: iNevel","01/11/19"
"Merlí: Temporada 2: Episodio 13","30/10/19"
"Riverdale: Temporada 3: Capítulo 56: El oscuro secreto de la casa","28/10/19"
"Riverdale: Temporada 3: Capítulo 55: Noche de graduación sangrienta","28/10/19"
"iCarly: Temporada 1: Quiero más público","27/10/19"
"iCarly: Temporada 1: Me gusta Jake","27/10/19"
"iCarly: Temporada 1: iPilot","27/10/19"
"Riverdale: Temporada 3: Capítulo 54: Tenle miedo a la Parca","27/10/19"
"Riverdale: Temporada 3: Capítulo 53: Juegos peligrosos","26/10/19"
"El conjuro","26/10/19"
"Piratas del Caribe: En el fin del mundo","25/10/19"
"Riverdale: Temporada 3: Capítulo 52: La redada","24/10/19"
"Merlí: Temporada 2: Episodio 12","24/10/19"
"Riverdale: Temporada 3: Capítulo 51: Queremos divertirnos","23/10/19"
"Riverdale: Temporada 3: Capítulo 50: Sueños americanos","23/10/19"
"Riverdale: Temporada 3: Capítulo 49: Fuego camina conmigo","23/10/19"
"Merlí: Temporada 2: Episodio 11","22/10/19"
"Riverdale: Temporada 3: Capítulo 48: Réquiem para un peso wélter","19/10/19"
"Merlí: Temporada 2: Episodio 10","19/10/19"
"Merlí: Temporada 2: Episodio 9","19/10/19"
"Riverdale: Temporada 3: Capítulo 46: La dalia roja","18/10/19"
"Merlí: Temporada 2: Episodio 8","18/10/19"
"Riverdale: Temporada 3: Capítulo 45: El extraño","17/10/19"
"Riverdale: Temporada 3: Capítulo 44: Sin salida","17/10/19"
"Riverdale: Temporada 3: Capítulo 41: Cazador de hombres","16/10/19"
"Merlí: Temporada 2: Episodio 7","16/10/19"
"Riverdale: Temporada 3: Capítulo 43: Epidemia","15/10/19"
"Riverdale: Temporada 3: Capítulo 42: El Hombre de Negro","15/10/19"
"Merlí: Temporada 2: Episodio 6","15/10/19"
"Merlí: Temporada 2: Episodio 5","13/10/19"
"Merlí: Temporada 2: Episodio 4","12/10/19"
"Merlí: Temporada 2: Episodio 3","12/10/19"
"Merlí: Temporada 2: Episodio 2","12/10/19"
"Merlí: Temporada 2: Episodio 1","12/10/19"
"Merlí: Temporada 1: Nietzsche","12/10/19"
"Merlí: Temporada 1: Hume","11/10/19"
"Riverdale: Temporada 3: Capítulo 36: Día del Trabajo","10/10/19"
"Merlí: Temporada 1: Los sofistas","08/10/19"
"Merlí: Temporada 1: Los escépticos","07/10/19"
"Merlí: Temporada 1: Epicuro","06/10/19"
"Merlí: Temporada 1: Guy Debord","06/10/19"
"Brooklyn Nine-Nine: Temporada 1: Halloween","06/10/19"
"Brooklyn Nine-Nine: Temporada 1: El Buitre","06/10/19"
"Brooklyn Nine-Nine: Temporada 1: Un rato con la forense","06/10/19"
"Brooklyn Nine-Nine: Temporada 1: El bajón","06/10/19"
"Brooklyn Nine-Nine: Temporada 1: El grafitero","06/10/19"
"Enredados","06/10/19"
"Merlí: Temporada 1: Foucault","06/10/19"
"Merlí: Temporada 1: Schopenhauer","04/10/19"
"Merlí: Temporada 1: Sócrates","04/10/19"
"Merlí: Temporada 1: Aristóteles","04/10/19"
"Merlí: Temporada 1: Maquiavelo","04/10/19"
"Merlí: Temporada 1: Platón","03/10/19"
"Brooklyn Nine-Nine: Temporada 1: Piloto","03/10/19"
"Merlí: Temporada 1: Los peripatéticos","03/10/19"
"Megamente","02/10/19"
"Los peores años de mi vida","29/09/19"
"Juego de honor","28/09/19"
"Reyes de las olas","28/09/19"
"Victorious: Temporada 1: Los sobrevivientes del calor","25/09/19"
"Gravity Falls: Un verano de misterios: Temporada 1: Doble Dipper","25/09/19"
"Estación 19: Temporada 2: Por quién doblan las campanas","24/09/19"
"Jessie: Temporada 3: Suplente y pasada","24/09/19"
"Niñera a prueba de balas","23/09/19"
"Chicas pesadas 2","22/09/19"
"The Society: Temporada 1: Nuestro pueblo","20/09/19"
"The Society: Temporada 1: Lo que pasó","20/09/19"
"Chicas pesadas","19/09/19"
"Estación 19: Temporada 2: Siempre listos","19/09/19"
"Estación 19: Temporada 2: Fuego amigo","19/09/19"
"Estación 19: Temporada 2: Noche oscura","19/09/19"
"Estación 19: Temporada 2: Nunca llueve a gusto de todos","19/09/19"
"Estación 19: Temporada 2: Milagritos blandos","17/09/19"
"Estación 19: Temporada 2: Tren loco","17/09/19"
"Estación 19: Temporada 2: Contra las normas","16/09/19"
"Estación 19: Temporada 2: Reducir a cenizas","16/09/19"
"Estación 19: Temporada 2: Sobrevivir a la tormenta","16/09/19"
"Estación 19: Temporada 2: El último día en este mundo","16/09/19"
"Estación 19: Temporada 2: Un poco de daño...","16/09/19"
"Estación 19: Temporada 2: Confianza perdida","15/09/19"
"Estación 19: Temporada 2: Un hogar al que aferrarse","14/09/19"
"Estación 19: Temporada 2: Bajo la superficie","13/09/19"
"Estación 19: Temporada 2: No es un cadáver","13/09/19"
"Estación 19: Temporada 1: No es tu héroe","13/09/19"
"Estación 19: Temporada 1: Caja asfixiante","12/09/19"
"Estación 19: Temporada 1: Cada segundo cuenta","12/09/19"
"Estación 19: Temporada 1: Que arda","11/09/19"
"Estación 19: Temporada 1: Juntos somos más fuertes","11/09/19"
"Estación 19: Temporada 1: Descarga eléctrica","11/09/19"
"Estación 19: Temporada 1: Reavivado","10/09/19"
"Estación 19: Temporada 1: Contener la llama","10/09/19"
"Estación 19: Temporada 1: Invisible","09/09/19"
"Estación 19: Temporada 1: Atascada","09/09/19"
"Nerve","06/09/19"
"La razón de estar contigo","31/08/19"
"Liv y Maddie: Temporada 4: Linda y Heather Rooney","29/08/19"
"Liv y Maddie: Temporada 4: Casi hermanas Rooney","29/08/19"
"Jessie: Temporada 3: Con las manos moradas","25/08/19"
"Jessie: Temporada 3: Fantasmas fastidiosos","25/08/19"
"Liv y Maddie: Temporada 3: California Rooney","25/08/19"
"La casa de papel: Parte 3: Pequeñas vacaciones","25/08/19"
"La casa de papel: Parte 3: Todo pareció insignificante","25/08/19"
"La casa de papel: Parte 3: Bum, bum, ciao","24/08/19"
"La casa de papel: Parte 3: La hora del delfín","24/08/19"
"Bob Esponja: Temporada 2: Calamar en huelga / Arenita, Bob Esponja y la lombriz","24/08/19"
"Ant-Man: El hombre hormiga","24/08/19"
"Lilo y Stitch","24/08/19"
"La casa de papel: Parte 3: Hemos vuelto","23/08/19"
"Liv y Maddie: Temporada 3: Decisión Rooney","23/08/19"
"Liv y Maddie: Temporada 3: Exclusiva Rooney","22/08/19"
"Liv y Maddie: Temporada 3: Jonrón Rooney","22/08/19"
"Liv y Maddie: Temporada 3: Sueño Rooney","21/08/19"
"Hasta el último hombre","21/08/19"
"Liv y Maddie: Temporada 3: Albóndiga Rooney","21/08/19"
"The Society: Temporada 1: Así pasa","20/08/19"
"The Society: Temporada 1: Nuevos nombres","20/08/19"
"The Society: Temporada 1: Veneno","20/08/19"
"The Society: Temporada 1: Las reglas de Allie","20/08/19"
"The Society: Temporada 1: Un maldito dios o algo así","20/08/19"
"The Society: Temporada 1: Me pongo en su lugar","20/08/19"
"The Society: Temporada 1: Gota a gota","19/08/19"
"Liv y Maddie: Temporada 3: Cencerro Rooney","19/08/19"
"Escuadrón suicida","16/08/19"
"Acampados: Temporada 3: ¡Saltemos!","12/08/19"
"Acampados: Temporada 3: ¡No podemos soportarlo!","12/08/19"
"The Society: Temporada 1: Adiós a la inocencia","12/08/19"
"Capitán América: Guerra civil","09/08/19"
"Sing: ¡Ven y canta!","08/08/19"
"El stand de los besos","04/08/19"
"El conjuro 2","27/07/19"
"Titanes del Pacífico","13/07/19"
"Todopoderoso","05/07/19"
"Toy Story 3","26/06/19"
"Misterio a bordo","26/06/19"
"A todos los chicos de los que me enamoré","21/06/19"
"Los pingüinos de Madagascar: La película","16/06/19"
"Campamento en el fin del mundo","06/06/19"
"La quinta ola","25/05/19"
"Dora la exploradora: Temporada 1: La leyenda del gran pollo rojo","25/05/19"
"12 horas para sobrevivir: El año de la elección","25/05/19"
"El niño","24/05/19"
"La maldición de Hill House: The Haunting of Hill House: Steven ve un fantasma","24/05/19"
"Capitán América: El primer vengador","19/05/19"
"Nuestro último verano","09/05/19"
"Atrapada en el medio: Temporada 3: Atrapada con el secreto de Rachel","28/04/19"
"Atrapada en el medio: Temporada 3: Atrapada en una carrera navideña","24/04/19"
"Atrapada en el medio: Temporada 3: Atrapada en las fiestas","23/04/19"
"Atrapada en el medio: Temporada 2: Atrapada en un Feliz Susto","23/04/19"
"Atrapada en el medio: Temporada 2: Atrapada en un cuarto nuevo","23/04/19"
"Atrapada en el medio: Temporada 2: Atrapada en una nueva amistad","23/04/19"
"Atrapada en el medio: Temporada 2: Atrapada en la pesadilla de una niñera","23/04/19"
"Atrapada en el medio: Temporada 2: Atrapada con anzuelo, línea y plomada","23/04/19"
"Sierra Burgess es una loser","23/04/19"
"El sorprendente Hombre Araña","23/04/19"
"Atrapada en el medio: Temporada 2: Atrapada en una buena acción","22/04/19"
"Atrapada en el medio: Temporada 2: Atrapada bailando con mi papá","22/04/19"
"Atrapada en el medio: Temporada 2: Atrapada con una casa peligrosa","21/04/19"
"Atrapada en el medio: Temporada 2: Atrapada en los Premios Diaz","21/04/19"
"La cita perfecta","21/04/19"
"Victorious: Temporada 1: La gran estafa de ping-pong","12/04/19"
"Victorious: Temporada 1: Una noche en la casa de Sikowitz","09/04/19"
"El mundo de Riley: Temporada 3: El mundo del norte","09/04/19"
"El mundo de Riley: Temporada 3: El mundo del triángulo","09/04/19"
"El mundo de Riley: Temporada 2: El mundo de STEM","09/04/19"
"Victorious: Temporada 1: Freak the Freak Out: Parte 2","09/04/19"
"Victorious: Temporada 1: Freak the Freak Out: Parte 1","09/04/19"
"Victorious: Temporada 1: El nuevo novio de Cat","09/04/19"
"Sam y Cat: Temporada 1B: #SaltoSobreElAtúnAsesino: #Freddie #Jade #Robbie - Parte 2","08/04/19"
"Sam y Cat: Temporada 1B: #SaltoSobreElAtúnAsesino: #Freddie #Jade #Robbie - Parte 1","08/04/19"
"Sam y Cat: Temporada 1B: #DronesYMásDrones","08/04/19"
"Sam y Cat: Temporada 1B: #AtoradaEnUnaCaja","08/04/19"
"Sam y Cat: Temporada 1B: #MuñecasFresno","08/04/19"
"Sam y Cat: Temporada 1B: #EpisodioDeBloopers","08/04/19"
"El mundo de Riley: Temporada 2: El mundo de la tienda Demolición","08/04/19"
"Victorious: Temporada 1: Robarazzi","06/04/19"
"Victorious: Temporada 1: Tori, la zombie","05/04/19"
"Victorious: Temporada 1: Jade bota a Beck","05/04/19"
"Victorious: Temporada 1: La canción de la semana de cumpleaños","05/04/19"
"Victorious: Temporada 1: Combate escénico","05/04/19"
"Victorious: Temporada 1: El monólogo del pájaro","23/03/19"
"Victorious: Temporada 1: Piloto","23/03/19"
"Atrapada en el medio: Temporada 2: Atrapada con una mala influencia","19/03/19"
"Atrapada en el medio: Temporada 2: Atrapada en la genialidad","19/03/19"
"Atrapada en el medio: Temporada 2: Atrapada sin tecnología","19/03/19"
"Atrapada en el medio: Temporada 2: Atrapada en busca de una medalla","19/03/19"
"Atrapada en el medio: Temporada 2: Atrapada en el cumpleaños fe-Beast","18/03/19"
"Atrapada en el medio: Temporada 2: Atrapada en la venta de garaje","18/03/19"
"Atrapada en el medio: Temporada 2: Atrapada en la Pascua Diaz","18/03/19"
"Atrapada en el medio: Temporada 2: Atrapada en una guerra jugosa","16/03/19"
"Atrapada en el medio: Temporada 2: Atrapada en la foto escolar","15/03/19"
"Atrapada en el medio: Temporada 2: Atrapada en un comercial","15/03/19"
"Radio Rebelde","12/03/19"
"Atrapada en el medio: Temporada 2: Atrapada en las Acualimpíadas","09/03/19"
"Atrapada en el medio: Temporada 2: Atrapada en el acuaparque","09/03/19"
"The Umbrella Academy: Temporada 1: El Violín Blanco","09/03/19"
"The Umbrella Academy: Temporada 1: Cambios","09/03/19"
"The Umbrella Academy: Temporada 1: Escuché el rumor","09/03/19"
"The Umbrella Academy: Temporada 1: El día que sí fue","09/03/19"
"The Umbrella Academy: Temporada 1: El día que no fue","04/03/19"
"The Umbrella Academy: Temporada 1: Número Cinco","04/03/19"
"The Umbrella Academy: Temporada 1: Hombre en la luna","27/02/19"
"The Umbrella Academy: Temporada 1: Extra Ordinaria","27/02/19"
"The Umbrella Academy: Temporada 1: Run Boy Run","27/02/19"
"The Umbrella Academy: Temporada 1: Solo nos vemos en los casamientos o velorios","24/02/19"
"Lost: Temporada 1: Piloto: Parte 2","21/02/19"
"Lost: Temporada 1: Piloto: Parte 1","21/02/19"
"Riverdale: Temporada 2: Capítulo 35: Un mundo feliz","21/02/19"
"Riverdale: Temporada 2: Capítulo 34: La noche del juicio","20/02/19"
"Riverdale: Temporada 2: Capítulo 33: La sombra de una duda","20/02/19"
"Riverdale: Temporada 2: Capítulo 32: La intriga","20/02/19"
"Riverdale: Temporada 2: Capítulo 31: ¡Qué noche aquella!","20/02/19"
"Riverdale: Temporada 2: Capítulo 30: Nudo apretado","19/02/19"
"Riverdale: Temporada 2: Capítulo 29: Colores primarios","19/02/19"
"Riverdale: Temporada 2: Capítulo 28: Correrá la sangre","19/02/19"
"Riverdale: Temporada 2: Capítulo 27: Despertar del diablo","17/02/19"
"Riverdale: Temporada 2: Capítulo 26: El corazón delator","17/02/19"
"Riverdale: Temporada 2: Capítulo 25: Lo malvado y lo divino","17/02/19"
"Riverdale: Temporada 2: Capítulo 24: El luchador","17/02/19"
"Riverdale: Temporada 2: Capítulo 23: Semilla de maldad","16/02/19"
"One Strange Rock: Temporada 1: Protección","16/02/19"
"La película de Stitch","16/02/19"
"Riverdale: Temporada 2: Capítulo 22: Noche de paz, noche de muerte","13/02/19"
"Riverdale: Temporada 2: Capítulo 21: La casa del diablo","13/02/19"
"Riverdale: Temporada 2: Capítulo 20: Historias del más allá","13/02/19"
"High School Musical","06/02/19"
"Riverdale: Temporada 2: Capítulo 19: A prueba de muerte","06/02/19"
